2016-12-06	$6,550.85
2016-12-07	$6,765.31
2016-12-08	$6,913.15
2016-12-09	$6,905.16
2016-12-12	$6,756.90
2016-12-13	$6,707.31
2016-12-14	$6,934.72
2016-12-15	$6,816.10
2016-12-16	$6,778.65
2016-12-19	$6,776.74
2016-12-20	$6,707.48
2016-12-21	$6,731.20
2016-12-22	$6,793.59
2016-12-23	$6,787.88
2016-12-26	$6,787.88
2016-12-27	$6,787.88
2016-12-28	$6,874.97
2016-12-29	$6,933.65
2016-12-30	$6,962.53
2017-01-02	$6,962.53
2017-01-03	$7,092.67
2017-01-04	$7,150.48
2017-01-05	$7,287.85
2017-01-06	$7,264.61
2017-01-09	$7,453.12
2017-01-10	$7,416.08
2017-01-11	$7,524.95
2017-01-12	$7,578.64
2017-01-13	$7,549.72
2017-01-16	$7,567.97
2017-01-17	$7,425.80
2017-01-18	$7,408.16
2017-01-19	$7,497.82
2017-01-20	$7,653.16
2017-01-23	$7,556.85
2017-01-24	$7,600.43
2017-01-25	$7,500.78
2017-01-26	$7,500.78
2017-01-27	$7,540.16
2017-01-30	$7,424.68
2017-01-31	$7,366.62
2017-02-01	$7,315.48
2017-02-02	$7,303.19
2017-02-03	$7,273.37
2017-02-06	$7,264.71
2017-02-07	$7,243.57
2017-02-08	$7,217.10
2017-02-09	$7,268.32
2017-02-10	$7,402.41
2017-02-13	$7,435.19
2017-02-14	$7,371.19
2017-02-15	$7,374.40
